,Wind turbine ID,Terrain height [m],Nacelle height [m],Rotor diameter [m],Max power [MW],Price region,Installation date,Longitude,Latitude
258,1264-V-001-002,76.09,65.0,40.0,0.5,SE4,1980-11-18,13.646164860179137,55.493941228374695
259,1264-V-001-001,78.32,65.0,40.0,0.5,SE4,1980-11-18,13.64466248387633,55.49509403273817
260,1264-V-002-001,67.23,65.0,40.0,0.5,SE4,1980-11-19,13.605603740655065,55.4978210153626
261,1270-V-013-001,119.4,65.0,40.0,0.5,SE4,1980-11-26,13.983084787057498,55.660158115151575
262,1381-V-044-001,19.66,50.0,42.0,0.65,SE4,1980-11-30,13.043375441991815,56.473971005055915
263,1285-V-027-001,39.33,65.0,40.0,0.5,SE4,1980-12-01,13.160971693880711,55.85046888191748
264,1285-V-027-002,39.16,65.0,40.0,0.5,SE4,1980-12-01,13.160972248082226,55.85328115208491
265,0840-V-021-014,2.83,40.0,42.0,0.6,SE4,1980-12-30,16.381512135887863,56.44157165927281
266,0840-V-021-001,2.88,40.0,42.0,0.6,SE4,1980-12-30,16.38284280721946,56.43715088798312
267,0840-V-021-002,3.0,40.0,42.0,0.6,SE4,1980-12-30,16.38219162413095,56.439332320452316
268,0840-V-021-004,2.0,40.0,42.0,0.6,SE4,1980-12-30,16.379009467433125,56.437955051614196
269,0840-V-021-005,3.03,40.0,42.0,0.6,SE4,1980-12-30,16.385924014775586,56.43850663342568
270,0840-V-021-006,2.98,40.0,42.0,0.6,SE4,1980-12-30,16.379592559197146,56.43576100528618
271,0840-V-021-007,2.94,40.0,42.0,0.6,SE4,1980-12-30,16.38650671889183,56.436312646542135
272,0840-V-021-003,2.52,40.0,42.0,0.6,SE4,1980-12-30,16.384473656098596,56.430538461033194
273,0840-V-021-008,2.24,40.0,42.0,0.6,SE4,1980-12-30,16.38332465870517,56.43493539741096
274,0840-V-021-010,2.98,40.0,42.0,0.6,SE4,1980-12-30,16.387072977806806,56.43411865989017
275,0840-V-021-011,2.72,40.0,42.0,0.6,SE4,1980-12-30,16.383907461403908,56.43274142103211
276,0840-V-021-012,2.29,40.0,42.0,0.6,SE4,1980-12-30,16.38072579452376,56.43136410255226
277,0840-V-021-013,2.28,40.0,42.0,0.6,SE4,1980-12-30,16.38763917049924,56.43191568491549
278,0840-V-021-016,3.22,40.0,42.0,0.6,SE4,1980-12-30,16.385342071837968,56.440745624374564
279,0840-V-021-015,0.81,40.0,42.0,0.6,SE4,1980-12-30,16.378232507243936,56.440185840746764
280,0840-V-021-009,2.44,40.0,42.0,0.6,SE4,1980-12-30,16.38015920795981,56.43355806277884
281,0381-V-015-001,38.58,23.0,16.0,0.09,SE3,1980-12-31,17.140365866048775,59.72694395870099
282,1444-V-016-001,70.72,,,0.03,SE3,1980-12-31,12.810987165806933,58.383645047765945
283,1498-V-005-001,252.39,30.0,29.0,0.22,SE3,1981-01-03,13.744426111841847,58.11319314587533
284,1407-V-001-001,2.68,50.0,47.0,0.66,SE3,1981-01-09,11.663719322442379,57.70039026937133
285,1214-V-024-001,62.53,55.0,48.0,0.75,SE4,1981-01-11,13.139397252683233,55.90144251016861
286,1381-V-040-001,28.17,65.0,40.0,0.5,SE4,1981-01-14,13.02776596848587,56.529035772866905
287,1214-V-020-001,69.76,55.0,47.0,0.66,SE4,1981-02-11,13.119520219152344,55.913997315955704
288,1286-V-002-005,52.56,45.0,44.0,0.6,SE4,1981-03-08,13.775038581900084,55.477929651250214
289,1286-V-002-006,59.49,45.0,44.0,0.6,SE4,1981-03-08,13.775405734932532,55.480325515874625
290,2321-V-005-001,395.24,,,0.01,SE2,1981-03-18,14.066248787075944,63.180604887122456
291,0980-V-003-005,2.38,45.0,47.0,0.66,SE3,1981-05-05,18.224975905810606,57.06856808745384
292,0980-V-007-007,3.75,45.0,47.0,0.66,SE3,1981-05-06,18.211842286530075,57.064392539944706
293,0980-V-007-006,3.94,45.0,47.0,0.66,SE3,1981-05-06,18.213833392871617,57.06636651894616
294,0980-V-007-005,3.56,32.0,27.0,0.22,SE3,1981-05-07,18.21810691119781,57.06767666544898
295,1230-V-006-001,12.91,66.0,66.0,1.5,SE4,1981-05-14,13.13218764580131,55.699730181208054
296,1287-V-022-001,3.36,50.0,44.0,0.6,SE4,1981-05-24,13.034635186851304,55.390486646912194
297,1287-V-022-002,4.15,50.0,44.0,0.6,SE4,1981-05-25,13.039175339822789,55.38922361902621
298,1287-V-022-005,6.05,50.0,48.0,0.75,SE4,1981-06-24,13.052055152698737,55.38561470227929
299,1287-V-022-004,5.51,50.0,48.0,0.75,SE4,1981-06-27,13.047804488714734,55.38681281160109
300,1287-V-022-003,4.69,50.0,48.0,0.75,SE4,1981-06-29,13.043570702337073,55.38799315958561
301,0980-V-002-004,8.69,55.0,47.0,0.66,SE3,1981-08-18,18.943828635396958,57.7242955683322
302,0980-V-002-003,6.44,55.0,47.0,0.66,SE3,1981-08-18,18.941692549653094,57.726585699526126
303,0980-V-002-002,4.59,55.0,47.0,0.66,SE3,1981-08-18,18.939433872614664,57.729013582389115
304,0980-V-002-001,3.83,55.0,47.0,0.66,SE3,1981-08-18,18.937207615279043,57.731431597725845
305,0980-V-002-005,11.75,67.0,66.0,1.5,SE3,1981-08-23,18.942225344986227,57.733319896183396
306,0980-V-002-006,6.42,67.0,66.0,1.5,SE3,1981-08-23,18.9445779259083,57.73100646756686
307,0980-V-002-008,7.92,67.0,66.0,1.5,SE3,1981-08-25,18.949389664606308,57.726259960392916
308,0563-V-005-001,89.26,55.0,47.0,0.66,SE3,1981-08-26,14.964015272866792,58.50499842581181
309,0563-V-006-001,89.04,55.0,47.0,0.66,SE3,1981-08-27,14.96409067751625,58.506776752177835
310,0980-V-002-007,11.67,67.0,66.0,1.5,SE3,1981-08-27,18.9471326069019,57.72850828782428
311,0563-V-004-001,90.33,55.0,47.0,0.66,SE3,1981-08-30,14.963739266571494,58.50323737639403
312,1471-V-001-001,119.29,32.0,29.0,0.22,SE3,1981-08-31,13.41161267717807,58.5541284265253
313,1290-V-055-001,23.4,65.0,44.0,0.6,SE4,1981-09-12,14.301831059742016,56.028969555051525
314,1290-V-055-002,23.75,65.0,44.0,0.6,SE4,1981-09-12,14.301881415258647,56.026437104785614
315,1285-V-026-002,48.26,55.0,48.0,0.75,SE4,1981-09-22,13.243021198671839,55.811145451106476
316,1285-V-013-001,40.73,55.0,47.0,0.66,SE4,1981-09-29,13.217048887966827,55.8115714286641
317,0586-V-037-001,113.58,65.0,44.0,0.6,SE3,1981-09-30,14.993115071305015,58.38020948384643
318,1495-V-001-001,151.05,65.0,47.0,0.7,SE3,1981-09-30,13.519480045343263,58.413189150037226
319,1285-V-026-001,43.76,55.0,47.0,0.66,SE4,1981-09-30,13.237438703557878,55.81329311360198
320,1382-V-019-001,20.95,55.0,47.0,0.66,SE4,1981-10-10,12.491296740073667,56.99584823291265
321,1286-V-012-002,64.59,55.0,47.0,0.66,SE4,1981-10-20,13.778146791645893,55.466503886007104
322,1286-V-012-001,54.04,55.0,47.0,0.66,SE4,1981-10-20,13.775428844788864,55.4677725729405
323,0980-V-040-001,2.03,55.0,47.0,0.66,SE3,1981-10-22,18.176120109647304,57.37399450942568
324,1261-V-011-002,44.5,65.0,44.0,0.6,SE4,1981-10-27,13.20708529810025,55.83440757635434
325,1261-V-011-001,42.63,65.0,44.0,0.6,SE4,1981-10-27,13.206120294578518,55.83207409974648
326,1285-V-020-002,53.85,65.0,44.0,0.6,SE4,1981-11-02,13.355966130135801,55.79139140556626
327,1285-V-020-001,54.73,65.0,44.0,0.6,SE4,1981-11-02,13.357314473930408,55.78998073862314
328,1381-V-041-001,31.51,46.0,44.0,0.6,SE4,1981-11-11,13.04666370949134,56.52668788939802
329,0980-V-047-001,18.03,64.0,44.0,0.6,SE3,1981-11-29,18.704244266260453,57.83316607024867
330,0980-V-047-002,18.75,64.0,44.0,0.6,SE3,1981-11-29,18.701885962518954,57.83639350419774
331,0509-V-015-002,119.04,55.0,47.0,0.66,SE3,1981-12-14,14.659056668078827,58.26241858771424
332,0980-V-006-002,34.22,55.0,47.0,0.66,SE3,1981-12-14,18.824562381880792,57.83500574491109
333,0980-V-006-001,26.85,55.0,47.0,0.66,SE3,1981-12-16,18.81901499955908,57.835137730257784
334,0980-V-006-004,40.18,55.0,47.0,0.66,SE3,1981-12-17,18.83447802744544,57.8373477137162
335,0980-V-006-003,38.16,55.0,47.0,0.66,SE3,1981-12-17,18.829736799142903,57.8360503823157
336,0980-V-006-005,41.41,55.0,47.0,0.66,SE3,1981-12-18,18.839564423556205,57.83834013841851
337,0980-V-006-006,34.93,55.0,47.0,0.66,SE3,1981-12-19,18.845110156234163,57.83798280325095
338,2401-V-001-001,11.59,55.0,47.0,0.66,SE2,1981-12-20,19.672986039198648,63.45435748399634
339,1290-V-054-002,10.22,45.0,47.0,0.66,SE4,1981-12-29,14.162887175066166,55.95888326519061
340,1381-V-046-001,12.19,50.0,42.0,0.6,SE4,1981-12-31,12.996401789999084,56.49008672429095
341,1880-V-009-001,34.59,,,0.09,SE3,1981-12-31,15.519925249685802,59.17717980121802
342,1381-V-048-001,12.63,50.0,42.0,0.6,SE4,1981-12-31,12.987987580558059,56.49146468749553
343,1484-V-007-001,21.48,55.0,48.0,0.75,SE3,1981-12-31,11.441857060233923,58.2930339224867
344,1494-V-018-001,75.28,50.0,47.0,0.66,SE3,1982-01-04,12.972674793880236,58.331477075641644
345,1484-V-010-001,27.0,55.0,48.0,0.75,SE3,1982-01-11,11.441544901894733,58.291468082125476
346,1230-V-004-001,18.46,30.0,14.0,0.03,SE4,1982-01-14,13.147036919455115,55.68396919768503
347,0980-V-007-011,2.4,67.0,66.0,1.5,SE3,1982-01-20,18.217022177267665,57.065191258301475
348,1381-V-055-001,26.01,67.0,44.0,0.6,SE4,1982-03-01,13.04981944593993,56.581402713786545
349,1292-V-012-001,17.81,65.0,44.0,0.6,SE4,1982-03-09,12.877717096856875,56.2121110275855
350,0509-V-001-003,107.73,55.0,47.0,0.66,SE3,1982-05-17,14.765583479168473,58.306527652661394
351,0509-V-001-001,108.02,55.0,47.0,0.66,SE3,1982-05-17,14.766853246491934,58.30486172046338
352,0509-V-001-002,107.8,55.0,47.0,0.66,SE3,1982-05-17,14.768124429892303,58.303195777927044
353,0980-V-044-001,52.89,50.0,47.0,0.66,SE3,1982-07-05,18.453276893024764,57.69142388110173
354,0980-V-043-001,56.49,50.0,47.0,0.66,SE3,1982-07-05,18.455947139947185,57.68773713976549
355,1080-V-004-001,2.71,46.0,44.0,0.6,SE4,1982-07-06,15.989132974582354,56.20704555832157
356,0980-V-045-001,2.34,60.0,54.0,1.0,SE3,1982-08-01,18.24450688389007,57.071783725222076
357,1082-V-001-001,1.92,55.0,47.0,0.66,SE4,1982-09-08,14.776665943056154,56.14879709351538
358,1082-V-001-002,5.19,55.0,47.0,0.66,SE4,1982-09-08,14.772822169150302,56.1502573879158
359,1082-V-001-003,6.71,55.0,47.0,0.66,SE4,1982-09-08,14.777074193475604,56.151066839487605
360,0980-V-003-002,5.17,45.0,47.0,0.66,SE3,1982-10-07,18.226866311434964,57.07701022942823
361,0980-V-003-003,5.3,45.0,47.0,0.66,SE3,1982-10-08,18.23179950029636,57.07748949342042
362,1292-V-010-001,23.65,65.0,44.0,0.6,SE4,1982-10-23,12.944652992457339,56.166155684552805
363,1292-V-011-001,16.2,50.0,47.0,0.66,SE4,1982-10-23,12.895612607231492,56.14534062071475
364,2321-V-003-001,569.88,60.0,66.0,1.5,SE2,1982-11-08,12.91087794567514,63.7181774722178
365,1290-V-048-001,10.85,45.0,47.0,0.66,SE4,1982-11-24,14.165481958182873,55.95773213566373
366,2132-V-001-001,14.1,55.0,47.0,0.66,SE2,1982-12-01,17.349483995452076,61.879276749676656
367,1230-V-005-001,21.39,65.0,44.0,0.6,SE4,1982-12-01,13.258907824087578,55.62693366379371
368,2132-V-001-002,14.23,55.0,47.0,0.66,SE2,1982-12-01,17.349025523536444,61.87700108775391
369,2132-V-001-003,15.41,55.0,47.0,0.66,SE2,1982-12-01,17.34815716546998,61.8748221427556
370,2132-V-001-004,22.17,55.0,47.0,0.66,SE2,1982-12-01,17.347499568337117,61.87246267139223
371,1285-V-011-002,62.29,65.0,44.0,0.6,SE4,1982-12-01,13.347387056866749,55.81364575549506
372,1285-V-011-001,63.45,65.0,44.0,0.6,SE4,1982-12-01,13.3506002655363,55.812029790739246
373,1285-V-017-001,85.22,65.0,44.0,0.6,SE4,1982-12-01,13.194714742109012,55.888953356476435
374,1486-V-009-001,182.14,55.0,48.0,0.75,SE3,1982-12-21,11.401082309645144,59.001446357436215
375,1494-V-016-001,73.63,49.0,52.0,0.85,SE3,1982-12-28,13.111516419821104,58.34653471794738
376,2284-V-008-003,34.41,55.0,47.0,0.66,SE2,1982-12-29,19.23946176911285,63.33458572977406
377,2284-V-008-005,30.67,55.0,47.0,0.66,SE2,1982-12-29,19.242274553475212,63.33301679683429
378,2284-V-008-007,16.2,55.0,47.0,0.66,SE2,1982-12-29,19.249331332074025,63.33280639704011
379,2284-V-008-004,35.88,55.0,47.0,0.66,SE2,1982-12-29,19.243689466841573,63.3358278484565
380,2284-V-008-001,30.59,55.0,47.0,0.66,SE2,1982-12-29,19.236287537737258,63.33665402393177
381,2284-V-008-008,32.15,55.0,47.0,0.66,SE2,1982-12-29,19.244962724662464,63.331490531063814
382,1381-V-022-001,18.61,55.0,48.0,0.75,SE4,1982-12-29,13.003974876640315,56.534254011909475
383,2284-V-008-002,29.28,55.0,47.0,0.66,SE2,1982-12-29,19.24048689867916,63.337408500638986
384,2284-V-008-006,25.76,55.0,47.0,0.66,SE2,1982-12-29,19.246132602227924,63.33411343245741
385,2284-V-011-001,35.17,65.0,44.0,0.6,SE2,1982-12-31,19.027778387540092,63.192755202783076
386,2021-V-009-001,508.2,49.0,52.0,0.9,SE3,1983-01-01,14.02868805104356,60.50658219023638
387,2321-V-004-001,434.76,22.0,21.0,0.1,SE2,1983-01-01,14.038652771466584,63.182465096862714
388,0885-V-013-001,38.86,55.0,52.0,0.9,SE4,1983-01-01,16.607223391267834,56.81115285914134
389,2462-V-005-001,808.73,49.0,52.0,0.9,SE2,1983-01-16,14.769658247518937,65.06425575451664
390,2462-V-003-001,825.32,49.0,52.0,0.9,SE2,1983-01-16,14.763935800245996,65.06668545712458
391,2462-V-004-001,797.88,49.0,52.0,0.9,SE2,1983-01-16,14.769135005013702,65.06215594980732
392,1285-V-018-004,105.31,65.0,44.0,0.6,SE4,1983-02-01,13.443037211997641,55.760824483407056
393,1285-V-018-002,93.01,65.0,44.0,0.6,SE4,1983-02-01,13.42464690578027,55.7619069014863
394,1285-V-018-003,92.58,65.0,44.0,0.6,SE4,1983-02-01,13.43326786190653,55.75901893913017
395,1285-V-018-001,88.72,65.0,44.0,0.6,SE4,1983-02-01,13.420234556683317,55.763707957139715
396,0980-V-006-009,35.25,78.0,66.0,1.75,SE3,1983-03-10,18.83133660685538,57.83905779203051
397,0980-V-006-008,36.77,78.0,66.0,1.75,SE3,1983-03-13,18.83539749071814,57.84087448713262
398,0980-V-006-007,34.13,78.0,66.0,1.75,SE3,1983-03-17,18.844143778520543,57.83991058727352
399,1287-V-015-001,37.98,40.0,47.0,0.66,SE4,1983-04-06,13.357816076374565,55.42190856056423
400,1287-V-017-003,37.89,40.0,47.0,0.66,SE4,1983-04-06,13.360199799606004,55.41733797324861
401,1287-V-017-002,34.87,40.0,47.0,0.66,SE4,1983-04-06,13.35290818544315,55.417748938143646
402,1278-V-001-001,74.77,40.0,42.0,0.66,SE4,1983-04-09,12.705279694763517,56.40951261384275
403,0509-V-009-001,110.69,65.0,52.0,0.85,SE3,1983-05-18,14.764997889907418,58.28966206331663
404,1381-V-024-001,19.47,55.0,48.0,0.75,SE4,1983-05-29,12.996277909254871,56.53005626306315
405,1494-V-021-001,63.15,65.0,52.0,0.85,SE3,1983-06-01,12.993197245057084,58.549413128818536
406,1281-V-016-002,29.09,55.0,48.0,0.75,SE4,1983-06-01,13.144418643117039,55.75381774859878
407,1286-V-023-001,53.24,50.0,44.0,0.6,SE4,1983-06-01,13.666511276626498,55.477329145190176
408,1281-V-016-001,30.0,55.0,48.0,0.75,SE4,1983-06-01,13.143542354798118,55.75171412655925
409,1381-V-053-001,9.73,55.0,52.0,0.9,SE4,1983-06-14,12.977578892393655,56.4267396120949
410,0509-V-013-001,111.97,65.0,52.0,0.85,SE3,1983-08-03,14.79428052456791,58.30357526034779
411,1470-V-004-001,72.04,49.0,52.0,0.85,SE3,1983-08-25,13.065404485793373,58.326418050420834
412,2284-V-012-001,51.75,55.0,52.0,0.85,SE2,1983-08-27,18.860885818136005,63.2094898462366
413,2584-V-007-001,562.32,49.0,52.0,0.9,SE1,1983-09-01,20.138785605810074,67.87419277033226
414,2584-V-006-001,579.86,49.0,52.0,0.9,SE1,1983-09-01,20.14569050289364,67.87332322837513
415,2584-V-005-001,584.3,49.0,52.0,0.9,SE1,1983-09-01,20.141218605738302,67.87267185210793
416,2584-V-003-001,577.14,49.0,52.0,0.9,SE1,1983-09-01,20.133635270067735,67.87172150488168
417,2584-V-002-001,585.61,49.0,52.0,0.9,SE1,1983-09-01,20.13057995875505,67.87015824854744
418,1285-V-020-004,55.92,65.0,44.0,0.6,SE4,1983-09-01,13.360083406790567,55.787137229775006
419,1285-V-020-003,56.51,65.0,44.0,0.6,SE4,1983-09-01,13.35873610210748,55.788569687743916
420,1470-V-004-002,71.01,49.0,52.0,0.85,SE3,1983-09-03,13.067134088543577,58.32892428505016
421,0586-V-006-001,105.82,65.0,52.0,0.85,SE3,1983-09-06,15.095345042552529,58.364468448833236
422,2584-V-004-001,567.31,49.0,52.0,0.9,SE1,1983-09-18,20.128298628482316,67.87190254406073
423,2284-V-013-001,62.7,55.0,52.0,0.85,SE2,1983-09-28,18.86681246080393,63.212880485091304
424,1421-V-004-001,59.45,65.0,44.0,0.6,SE3,1983-10-04,11.812303429655369,58.20718351377063
425,1814-V-002-001,48.76,,,0.4,SE3,1983-11-01,14.933784937902072,59.22454533134543
426,0980-V-003-006,2.84,80.0,66.0,1.5,SE3,1983-11-08,18.2315559132768,57.069421111619675
427,1214-V-022-001,66.87,65.0,52.0,0.85,SE4,1983-11-08,12.965122357947477,55.94571375676148
428,1286-V-004-001,49.86,55.0,48.0,0.75,SE4,1983-11-19,13.762460915131127,55.46635529027957
429,1286-V-004-002,48.9,55.0,48.0,0.75,SE4,1983-11-21,13.762221648806518,55.46792352748152
430,1880-V-006-001,53.45,23.0,22.0,0.05,SE3,1983-12-01,15.185013770857244,59.479080384852715
431,0509-V-015-001,120.41,55.0,52.0,0.85,SE3,1983-12-19,14.659519485135458,58.26018623842334
432,1260-V-003-001,56.54,30.0,14.0,0.02,SE4,1983-12-31,13.000347698326596,56.05497443012022
433,0885-V-016-001,17.88,65.0,52.0,0.85,SE4,1984-01-01,16.732244641531103,56.7599874060569
434,0885-V-022-002,11.6,78.0,82.0,2.0,SE4,1984-01-01,16.82358056293837,56.938834527541665
435,0885-V-022-001,10.7,78.0,82.0,2.0,SE4,1984-01-01,16.82680006993982,56.941224103866794
436,2361-V-009-001,738.72,62.0,72.0,1.5,SE2,1984-01-01,13.799291772446036,62.32389175672806
437,0885-V-022-003,11.57,78.0,82.0,2.0,SE4,1984-01-01,16.82036103610747,56.9364359756499
438,0885-V-022-004,10.68,78.0,82.0,2.0,SE4,1984-01-01,16.817125763644505,56.93404637802876
439,0885-V-022-005,10.61,78.0,82.0,2.0,SE4,1984-01-01,16.81390723084221,56.93164765070367
440,0885-V-020-002,41.51,78.0,82.0,2.0,SE4,1984-01-01,16.587524220278144,56.75039886614356
441,0885-V-020-001,41.35,78.0,82.0,2.0,SE4,1984-01-01,16.582710206361593,56.74761804891881
442,0885-V-020-003,42.75,78.0,82.0,2.0,SE4,1984-01-01,16.59205767764759,56.75301065780717
443,0586-V-039-001,117.25,65.0,52.0,0.85,SE3,1984-01-10,15.005203474643453,58.33447246454717
444,1270-V-011-001,71.68,55.0,52.0,0.85,SE4,1984-01-15,13.983614412879362,55.58068893459759
445,1286-V-021-001,35.43,56.0,44.0,0.6,SE4,1984-01-18,13.721130244295068,55.43972162956238
446,1499-V-012-001,237.38,65.0,54.0,0.85,SE3,1984-01-27,13.578180757580904,58.101914252459544
447,1290-V-054-001,10.48,45.0,47.0,0.66,SE4,1984-01-31,14.168020428214499,55.95639151972456
448,1270-V-010-004,73.48,65.0,44.0,0.6,SE4,1984-02-01,13.947810022040057,55.59668109740189
449,1270-V-010-005,73.08,65.0,44.0,0.6,SE4,1984-02-01,13.948344633300488,55.59443430951593
450,0586-V-034-001,115.71,74.0,52.0,0.85,SE3,1984-02-02,14.985464976994091,58.37430223712658
451,1494-V-022-001,63.38,74.0,52.0,0.85,SE3,1984-02-05,12.988933901092508,58.55130607796612
452,1463-V-010-001,156.77,30.0,14.0,0.03,SE3,1984-02-10,12.734251408985019,57.43266209058578
453,1292-V-013-001,12.05,72.0,52.0,0.9,SE4,1984-02-15,12.97066262511804,56.21962443109575
454,1444-V-010-001,51.16,74.0,52.0,0.85,SE3,1984-02-16,12.57887502035064,58.33401117466788
455,0509-V-008-001,109.63,65.0,52.0,0.85,SE3,1984-02-18,14.759142299796348,58.28933178125653
456,0584-V-001-001,92.15,55.0,52.0,0.85,SE3,1984-02-22,14.721499213871953,58.39773215965082
457,0563-V-009-001,92.63,50.0,52.0,0.85,SE3,1984-02-26,14.72417624068195,58.403651392102184
458,1499-V-015-001,254.39,65.0,44.0,0.6,SE3,1984-02-29,13.712259012688293,58.136962557773806
459,1785-V-003-001,51.56,23.0,22.0,0.11,SE3,1984-04-13,13.11163857823436,59.03414131068744
460,1270-V-022-002,71.9,65.0,44.0,0.6,SE4,1984-04-30,13.889256532965291,55.57473961740188
461,1265-V-016-001,66.48,65.0,70.0,1.5,SE4,1984-06-29,13.758612587736033,55.55060654653524
462,1265-V-016-003,61.97,65.0,70.0,1.5,SE4,1984-06-29,13.765495685600047,55.54928400330728
463,1265-V-016-002,67.04,65.0,70.0,1.5,SE4,1984-06-29,13.762349804987364,55.55035453790818
464,1286-V-002-002,57.81,55.0,52.0,0.85,SE4,1984-08-19,13.779756053315573,55.47940030468041
465,1286-V-002-001,54.2,55.0,52.0,0.85,SE4,1984-08-19,13.778616173403398,55.4772612182463
466,1214-V-025-002,48.97,65.0,66.0,1.5,SE4,1984-08-30,12.991372738970066,55.911210546568554
467,1214-V-025-003,42.28,65.0,66.0,1.5,SE4,1984-08-31,12.984641979796558,55.90784856192286
468,1214-V-025-005,47.57,65.0,66.0,1.5,SE4,1984-08-31,12.989975984096942,55.90797071914761
469,2321-V-006-001,970.78,45.0,48.0,0.75,SE2,1984-09-03,13.767656983256613,63.11087025313013
470,1471-V-025-001,69.93,49.0,52.0,0.85,SE3,1984-10-03,13.304108745946053,58.489033960208765
471,0563-V-007-001,103.08,55.0,52.0,0.85,SE3,1984-10-03,14.93414679948571,58.3635468222436
472,2309-V-002-001,681.32,55.0,52.0,0.85,SE2,1984-10-07,14.046940807819709,63.51574884539284
473,1287-V-018-001,10.47,50.0,48.0,0.75,SE4,1984-10-13,13.252658422706885,55.36180195192584
474,0509-V-010-001,112.58,65.0,52.0,0.85,SE3,1984-10-16,14.805000428789066,58.302174206965226
475,0509-V-011-001,111.47,74.0,52.0,0.85,SE3,1984-10-16,14.79971765196613,58.303397339476895
476,0509-V-012-001,111.45,65.0,52.0,0.85,SE3,1984-10-21,14.79990736790775,58.305697836309776
477,0980-V-004-003,15.03,55.0,52.0,0.85,SE3,1984-10-28,18.2646706606578,57.14233701902006
478,0980-V-004-004,15.6,55.0,52.0,0.85,SE3,1984-10-28,18.267792906297935,57.14108101863096
479,0980-V-004-011,9.38,55.0,52.0,0.85,SE3,1984-10-28,18.257499391911377,57.13784218518048
480,0980-V-004-009,15.39,55.0,52.0,0.85,SE3,1984-10-28,18.26501326450729,57.137039244897416
481,0980-V-004-006,16.46,55.0,52.0,0.85,SE3,1984-10-28,18.266173176780647,57.139082581002924
482,0980-V-004-008,14.47,55.0,52.0,0.85,SE3,1984-10-28,18.261292401623667,57.13823506985146
483,0980-V-004-007,15.77,55.0,52.0,0.85,SE3,1984-10-28,18.269539924232244,57.13877401471719
484,0980-V-004-002,12.02,55.0,52.0,0.85,SE3,1984-10-28,18.262802951789784,57.144322935525274
485,0980-V-004-005,14.94,55.0,52.0,0.85,SE3,1984-10-28,18.26289064837466,57.140162031493254
486,1487-V-032-001,54.68,65.0,52.0,0.85,SE3,1984-11-01,12.620965632357686,58.467599134314504
487,1290-V-051-001,26.76,65.0,44.0,0.6,SE4,1984-11-04,14.229660252096954,56.0561116232419
488,1290-V-051-002,26.18,65.0,44.0,0.6,SE4,1984-11-04,14.229070208925014,56.0540471006061
489,1214-V-025-001,45.55,65.0,66.0,1.5,SE4,1984-11-17,12.986038288842725,55.911088356745886
490,1214-V-025-006,49.98,65.0,66.0,1.5,SE4,1984-11-24,12.992754365333422,55.91444094109378
491,1214-V-025-004,47.11,65.0,66.0,1.5,SE4,1984-11-24,12.987419461336183,55.91431889762299
492,0980-V-003-004,4.64,45.0,47.0,0.66,SE3,1984-11-30,18.234440216522973,57.07646997183221
493,1282-V-006-002,4.51,78.0,80.0,2.0,SE4,1984-11-30,12.867827220010497,55.86203659145066
494,0980-V-003-008,1.61,80.0,90.0,3.0,SE3,1984-11-30,18.24149927688536,57.06928297162423
